Résumé,Clé de ticket,Type de ticket,État,Priorité,Rapporteur,Durée(mn),Création,Description,Champs personnalisés (Action menée),Canal,Entreprise,Utilisateur,Objet principal,Champs personnalisés (Module)
Assistance - Explication en ligne - Chef de Projet,OBCS-4717,Assistance,Terminé,,Vivien DAKPOGAN,40.55,19/juin/24 11:17,"Appel pour point online avec le CODIR, Sujet RH : Ancienneté + Jour de congés acquis par mois, Compta : Balance avec sous-totaux",Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4716,Assistance,Terminé,,Vivien DAKPOGAN,4.58,19/juin/24 11:17,"Revue Planning, Traitement des points du projet, suivi projet",Explication en ligne,Appel Téléphonique - BIS,KOFFI & DIABATE,,Assistance,
Relance sur Bug en cours - Explication en ligne - Chef de Projet,OBCS-4715,Assistance,Terminé,,Vivien DAKPOGAN,3.44,19/juin/24 11:17,Appel pour traitement difficulté sur Bon de commande et Workflow Ordre de Mission,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Relance sur Bug en cours,
Assistance - Explication en ligne - Gestionnaire de Stock,OBCS-4714,Assistance,Terminé,,Vivien DAKPOGAN,0.55,19/juin/24 11:17,Retour pour traitement sur difficulté d'enregistrement Bon de commande,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Gestionnaire de Stock,OBCS-4713,Assistance,Terminé,,Vivien DAKPOGAN,1.05,19/juin/24 11:17,Signaler impossibilité d'enregistrement de Bon de commande,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Assistant(e) de direction,OBCS-4712,Assistance,Terminé,,Vivien DAKPOGAN,2.52,19/juin/24 11:17,Rappel après appel manqué pour la séance de formation ce jour,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance - Explication en ligne - Assistant(e) de direction,OBCS-4711,Assistance,Terminé,,Vivien DAKPOGAN,0.58,19/juin/24 11:17,Appel pour avoir des informations sur le fichier du personnel à remplir,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Planning Séance de travail - Explication en ligne - Responsable Commercial & Marketing,OBCS-4654,Assistance,Terminé,,Vivien DAKPOGAN,2.07,19/juin/24 11:16,Appel pour caler RDV pour formation sur Gestion des absences,Explication en ligne,Appel Téléphonique,FIRST CAPITAL,,Planning Séance de travail,
Relance sur Requête en cours - Explication en ligne - Responsable Commercial & Marketing,OBCS-4652,Assistance,Terminé,,Vivien DAKPOGAN,1.16,19/juin/24 11:16,Appel pour relance sur Requêtes en attente,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Relance sur Requête en cours,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4650,Assistance,Terminé,,Vivien DAKPOGAN,0.28,19/juin/24 11:16,Relance pour données fichiers du personnel + contrat de travail,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4648,Assistance,Terminé,,Vivien DAKPOGAN,9.19,19/juin/24 11:16,Appel pour avoir des infos sur le remplissage du fichier du personnel + contrats,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4645,Assistance,Terminé,,Vivien DAKPOGAN,2.53,19/juin/24 11:16,Appel pour planning RDV afin d'échanger sur l'avenant au contrat + Renouvellement,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4643,Assistance,Terminé,,Vivien DAKPOGAN,1.54,19/juin/24 11:16,Appel pour avoir des infos sur les prix pratiqués dans le secteur. Mission OACI,Explication en ligne,Appel Téléphonique,CSCTICAO,,Assistance,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4641,Assistance,Terminé,,Vivien DAKPOGAN,1.55,19/juin/24 11:16,Appel pour signaler écart entre balance générale et grand livre tiers,Explication en ligne,Appel Téléphonique,JOEL K PROPERTIES,,Assistance,
Assistance - Redirection vers ressources OBC - Responsable Commercial & Marketing,OBCS-4603,Assistance,Terminé,,Vivien DAKPOGAN,0.44,19/juin/24 11:15,Appel pour demande assistance sur Enregistrement Bon de commande export,Redirection vers ressources OBC,Appel Téléphonique,S-TEL,,Assistance,
Planning Séance de travail - Explication en ligne - Responsable Commercial & Marketing,OBCS-4601,Assistance,Terminé,,Vivien DAKPOGAN,1.26,19/juin/24 11:15,Appel pour planning séance de travail,Explication en ligne,Appel Téléphonique,S-TEL,,Planning Séance de travail,
Autres - Explication en ligne - Responsable Commercial & Marketing,OBCS-4600,Assistance,Terminé,,Vivien DAKPOGAN,7,19/juin/24 11:15,Point Etat d'avancement + Next step,Explication en ligne,Appel Téléphonique,EGBV,,Autres,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4598,Assistance,Terminé,,Vivien DAKPOGAN,1.16,19/juin/24 11:15,Appel pour Etat d'avancement + recouvrement,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4597,Assistance,Terminé,,Vivien DAKPOGAN,0.21,19/juin/24 11:15,Appel pour point recueil de données après vérifications,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4595,Assistance,Terminé,,Vivien DAKPOGAN,0.23,19/juin/24 11:15,Appel pour point recueil de données,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Autres - Explication en ligne - Responsable Commercial & Marketing,OBCS-4593,Assistance,Terminé,,Vivien DAKPOGAN,1.19,19/juin/24 11:15,Appel pour demander informations bancaires pour virements,Explication en ligne,Appel Téléphonique,EJARA,,Autres,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4592,Assistance,Terminé,,Vivien DAKPOGAN,2.06,19/juin/24 11:15,Appel pour demander une séance de travail avant celle du Budget,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Planning Séance de travail - Explication en ligne - Responsable Commercial & Marketing,OBCS-4590,Assistance,Terminé,,Vivien DAKPOGAN,0.54,19/juin/24 11:15,Appel pour confirmer séance de travail,Explication en ligne,Appel Téléphonique,ARIC,,Planning Séance de travail,
Planning Séance de travail - Explication en ligne - Responsable Commercial & Marketing,OBCS-4588,Assistance,Terminé,,Vivien DAKPOGAN,1.19,19/juin/24 11:15,Appel pour planning séance de saisie des données Historiques avec Contrôleur de Gestion,Explication en ligne,Appel Téléphonique,ARIC,,Planning Séance de travail,
Planning Séance de travail - Explication en ligne - Responsable Commercial & Marketing,OBCS-4585,Assistance,Terminé,,Vivien DAKPOGAN,0.48,19/juin/24 11:15,Appel pour planning Kick Off de démarrage confirmé ce Lundi,Explication en ligne,Appel Téléphonique,BIOMEA,,Planning Séance de travail,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4582,Assistance,Terminé,,Vivien DAKPOGAN,1.05,19/juin/24 11:15,Constat de variation de tous les salaires,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Assistance - Explication en ligne - Responsable Commercial & Marketing,OBCS-4543,Assistance,Terminé,,Vivien DAKPOGAN,6.39,19/juin/24 11:14,ASSISTANCE SUR COMPTABILITE,Explication en ligne,Appel Téléphonique,FALCON,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4494,Assistance,Terminé,,Vivien DAKPOGAN,6.06,19/juin/24 11:14,Appel pour point projet + Point Yakice,Explication en ligne,Appel Téléphonique,COMOE,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-4493,Assistance,Terminé,,Vivien DAKPOGAN,1.13,19/juin/24 11:14,Reponse aux questions sur la mise à jour des contrats,Explication en ligne,Appel Téléphonique,FALCON,,Assistance,
Autres - Explication en ligne - Contrôleur de gestion,OBCS-4492,Assistance,Terminé,,Vivien DAKPOGAN,2.06,19/juin/24 11:14,Appel pour retour après tests et présentation au DG,Explication en ligne,Appel Téléphonique,NOAH,,Autres,
Assistance - Explication en ligne - Chef de Projet,OBCS-4491,Assistance,Terminé,,Vivien DAKPOGAN,1.21,19/juin/24 11:14,Validation Séance de travail avec Bernice pour Jeudi,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Assistance - Explication en ligne - Directeur des Ressources Humaines,OBCS-4490,Assistance,Terminé,,Vivien DAKPOGAN,0.21,19/juin/24 11:13,Point sur données manquantes RH,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Relance sur Requête en cours - Explication en ligne - Chef de Projet,OBCS-4488,Assistance,Terminé,,Vivien DAKPOGAN,1.26,19/juin/24 11:13,Relance pour Point d'état d'avancement sur RH,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Requête en cours,
Assistance - Explication en ligne - Data Analyst,OBCS-4487,Assistance,Terminé,,Vivien DAKPOGAN,0.1,19/juin/24 11:13,Relance pour séance de travail,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-4484,Assistance,Terminé,,Vivien DAKPOGAN,0.24,19/juin/24 11:13,Appel pour planification Séance avec les comptables sur Projets,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Directeur des Ressources Humaines,OBCS-4483,Assistance,Terminé,,Vivien DAKPOGAN,0.54,19/juin/24 11:13,Asssistance sur paie RH,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-4378,Assistance,Terminé,,Vivien DAKPOGAN,2.45,19/juin/24 11:12,Rappel après appel manqué pour assistance en ligne,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-4377,Assistance,Terminé,,Vivien DAKPOGAN,2.33,19/juin/24 11:12,Assistance sur la paie,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Assistant(e) / Stagiaire,OBCS-4376,Assistance,Terminé,,Vivien DAKPOGAN,0.26,19/juin/24 11:12,Assistance sur le paie,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4375,Assistance,Terminé,,Vivien DAKPOGAN,5.15,19/juin/24 11:12,Appel pour relance sur paiement mission + Next step BIOMEA,Explication en ligne,Appel Téléphonique,COMOE,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4374,Assistance,Terminé,,Vivien DAKPOGAN,1.39,19/juin/24 11:12,Rappel après appel manqué pour demande fichier de contrat de travail à importer dans OBC,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4373,Assistance,Terminé,,Vivien DAKPOGAN,1.07,19/juin/24 11:12,Appel pour confirmer séance de travail + Relance recueil de données,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Autres - Explication en ligne - Data Analyst,OBCS-4372,Assistance,Terminé,,Vivien DAKPOGAN,0.22,19/juin/24 11:12,Appel pour signaler Bug à la connexion,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Autres,
Planning Séance de travail - Explication en ligne - Data Analyst,OBCS-4371,Assistance,Terminé,,Vivien DAKPOGAN,2.39,19/juin/24 11:12,Rappel après appel manqué pour planification séance Budget avec la comptabilité,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Planning Séance de travail,
Assistance - Explication en ligne - Data Analyst,OBCS-4369,Assistance,Terminé,,Vivien DAKPOGAN,1,19/juin/24 11:12,Assistance sur Sujet Factures Achats,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Relance sur Bug en cours - Explication en ligne - Data Analyst,OBCS-4368,Assistance,Terminé,,Vivien DAKPOGAN,1.4,19/juin/24 11:12,Appel pour signaler Bug : Personnel inactif dans Expression de besoin,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Relance sur Bug en cours,
Planning Séance de travail - Explication en ligne - Gestionnaire de Stock,OBCS-4367,Assistance,Terminé,,Vivien DAKPOGAN,2.33,19/juin/24 11:12,Rappel pour planification Entretiens Travaux Neufs + Maintenance,Explication en ligne,Appel Téléphonique,ARIC,,Planning Séance de travail,
Assistance - Explication en ligne - Directeur des Ressources Humaines,OBCS-4343,Assistance,Terminé,,Vivien DAKPOGAN,25.05,19/juin/24 11:11,Appel pour débrief sur les intégrations faites + Point d'amélioration,Explication en ligne,Appel WhatsApp,SERTEM,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4342,Assistance,Terminé,,Vivien DAKPOGAN,1.19,19/juin/24 11:11,Appel pour débrief après mail de M. Cissoko,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4341,Assistance,Terminé,,Vivien DAKPOGAN,0.45,19/juin/24 11:11,Appel pour notifier Bug : Affichage page blanche,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Directeur Logistique,OBCS-4339,Assistance,Terminé,,Vivien DAKPOGAN,0.3,19/juin/24 11:11,Rappel après plusieurs appel en vain. Notification du traitement du bug sur export des expressions de besoin,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Directeur Logistique,OBCS-4337,Assistance,Terminé,,Vivien DAKPOGAN,0.47,19/juin/24 11:11,Appel pour notifier indisponibilité de l'export expression de besoin,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Autres - Explication en ligne - Directeur Administratif et Financier,OBCS-4336,Assistance,Terminé,,Vivien DAKPOGAN,1.3,19/juin/24 11:11,Appel pour avoir la disponibilité de Bernice,Explication en ligne,Appel Téléphonique,S-TEL,,Autres,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4335,Assistance,Terminé,,Vivien DAKPOGAN,1.04,19/juin/24 11:11,Appel pour demande de révision des accès des comptables,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Directeur Général,OBCS-4334,Assistance,Terminé,,Vivien DAKPOGAN,2.15,19/juin/24 11:11,Appel pour essayer de rattraper le couac dû au meeting manqué,Explication en ligne,Appel Téléphonique,CIP,,Assistance,
Planning Séance de travail - Explication en ligne - Directeur Administratif et Financier,OBCS-4333,Assistance,Terminé,,Vivien DAKPOGAN,1.53,19/juin/24 11:11,Appel pour essayer de rattraper le couac dû au meeting manqué,Explication en ligne,Appel Téléphonique,CIP,,Planning Séance de travail,
Assistance - Explication en ligne - Chef de Projet,OBCS-4332,Assistance,Terminé,,Vivien DAKPOGAN,1.07,19/juin/24 11:11,Appel pour notifier besoin du consultant sur la mission afin de suivre un client de leurs portefeuille,Explication en ligne,Appel Téléphonique,COMOE,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4331,Assistance,Terminé,,Vivien DAKPOGAN,1.36,19/juin/24 11:11,Appel pour notifier réception contrat resigné + confirmation de transmission à la DG de Yakice,Explication en ligne,Appel Téléphonique,COMOE,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-4330,Assistance,Terminé,,Vivien DAKPOGAN,2.34,19/juin/24 11:11,Appel pour avoir le Next step de la paie + Explication,Explication en ligne,Appel Téléphonique,FALCON,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4329,Assistance,Terminé,,Vivien DAKPOGAN,1.34,19/juin/24 11:11,Appel pour demande de CR pour les travaux,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Planning Séance de travail - Explication en ligne - Chef de Projet,OBCS-4328,Assistance,Terminé,,Vivien DAKPOGAN,1.33,19/juin/24 11:11,Appel pour confirmation RDV + heure de démarrage,Explication en ligne,Appel Téléphonique,EGBV,,Planning Séance de travail,
Planning Séance de travail - Explication en ligne - Chef de Projet,OBCS-4327,Assistance,Terminé,,Vivien DAKPOGAN,2.36,19/juin/24 11:11,Appel pour confirmation de RDV + planning,Explication en ligne,Appel Téléphonique,EGBV,,Planning Séance de travail,
Autres - Explication en ligne - Chef de Projet,OBCS-4326,Assistance,Terminé,,Vivien DAKPOGAN,1.19,19/juin/24 11:11,Rappel pour suite débrief,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Autres,
Autres - Explication en ligne - Chef de Projet,OBCS-4325,Assistance,Terminé,,Vivien DAKPOGAN,0.53,19/juin/24 11:11,Appel pour relance et point d'étape de la collecte de données,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Autres,
Assistance - Explication en ligne - Chef de Projet,OBCS-4324,Assistance,Terminé,,Vivien DAKPOGAN,1.51,19/juin/24 11:11,Débrief sur la collecte de données : Données manquantes par entités,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4323,Assistance,Terminé,,Vivien DAKPOGAN,0.5,19/juin/24 11:11,Rappel pour retour sur le point de la collecte de données,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4322,Assistance,Terminé,,Vivien DAKPOGAN,0.27,19/juin/24 11:11,Appel pour demande de statut des données recherchées,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4321,Assistance,Terminé,,Vivien DAKPOGAN,2.38,19/juin/24 11:11,Assistance après fichier import du plan comptable général + plan comptable tiers,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4320,Assistance,Terminé,,Vivien DAKPOGAN,0.34,19/juin/24 11:11,Appel pour explication + assistance sur le fichier import des journaux,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4319,Assistance,Terminé,,Vivien DAKPOGAN,1.37,19/juin/24 11:11,Confirmation d'envoie de fichier d'import des journaux,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4318,Assistance,Terminé,,Vivien DAKPOGAN,2.02,19/juin/24 11:11,Relance sur fichier d'import des journaux,Explication en ligne,Appel Téléphonique,MYKA,,Assistance,
Planning Séance de travail - Explication en ligne - Directeur Administratif et Financier,OBCS-4317,Assistance,Terminé,,Vivien DAKPOGAN,0.14,19/juin/24 11:11,Rappel pour notifier mon passer ce 07/02 dans les locaux de Myka,Explication en ligne,Appel Téléphonique,MYKA,,Planning Séance de travail,
Planning Séance de travail - Explication en ligne - Directeur Administratif et Financier,OBCS-4316,Assistance,Terminé,,Vivien DAKPOGAN,1.38,19/juin/24 11:11,Appel pour planifier séance de travail pour recréer les journaux de 2023,Explication en ligne,Appel Téléphonique,MYKA,,Planning Séance de travail,
Planning Séance de travail - Explication en ligne - Chef de Projet,OBCS-4238,Assistance,Terminé,,Vivien DAKPOGAN,4.05,19/juin/24 11:10,Appel pour mise au point + validation planning des formations,Explication en ligne,Appel Téléphonique,EGBV,,Planning Séance de travail,
Planning Séance de travail - Explication en ligne - Chef de Projet,OBCS-4237,Assistance,Terminé,,Vivien DAKPOGAN,3,19/juin/24 11:10,Appel pour planification formations des équipes + Lancement,Explication en ligne,Appel Téléphonique,EGBV,,Planning Séance de travail,
Assistance - Explication en ligne - Comptable,OBCS-4236,Assistance,Terminé,,Vivien DAKPOGAN,4.53,19/juin/24 11:10,Appel pour échange sur les possibilités de revue ou non du modèle de calcul de la paie,Explication en ligne,Appel Téléphonique,FALCON,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-4235,Assistance,Terminé,,Vivien DAKPOGAN,0.22,19/juin/24 11:10,Appel pour revue calcul de la paie sans ITS,Explication en ligne,Appel Téléphonique,FALCON,,Assistance,
Assistance - Explication en ligne - Chef de Projet,OBCS-4234,Assistance,Terminé,,Vivien DAKPOGAN,2.49,19/juin/24 11:10,Appel pour débrief OBC + Mise à jour deck envoyé,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4233,Assistance,Terminé,,Vivien DAKPOGAN,1.34,19/juin/24 11:10,Appel pour proposition d'assistance en présentiel,Explication en ligne,Appel Téléphonique,CSCTICAO,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4232,Assistance,Terminé,,Vivien DAKPOGAN,9.19,19/juin/24 11:10,Assistance paramétrage des natures de prestation,Explication en ligne,Appel Téléphonique,CSCTICAO,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4231,Assistance,Terminé,,Vivien DAKPOGAN,3.03,19/juin/24 11:10,Appel pour assistance comptable,Explication en ligne,Appel Téléphonique,CSCTICAO,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-4230,Assistance,Terminé,,Vivien DAKPOGAN,1.41,19/juin/24 11:10,Appel pour informer des variables envoyées par mail,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Assistant(e) RH,OBCS-4229,Assistance,Terminé,,Vivien DAKPOGAN,0.59,19/juin/24 11:10,Appel pour infos sur mise à jour paie,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-4228,Assistance,Terminé,,Vivien DAKPOGAN,1.57,19/juin/24 11:10,Appel pour demander l'assistance pour semaine prochaine sur Nature de prestation,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Assistance - Explication en ligne - Directeur des Ressources Humaines,OBCS-4227,Assistance,Terminé,,Vivien DAKPOGAN,2.48,19/juin/24 11:10,Demande d'informations complémentaires pour le recueil de données,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Autres - Explication en ligne - Directeur Administratif et Financier,OBCS-4226,Assistance,Terminé,,Vivien DAKPOGAN,0.43,19/juin/24 11:10,Relancer la comptabilité + Envoie de mail de relance avec la liste des comptables,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Autres,
Autres - Explication en ligne - Chef de Projet,OBCS-4225,Assistance,Terminé,,Vivien DAKPOGAN,2.13,19/juin/24 11:10,Rappel après appel manqué pour résignature Lettre de mission avec la même date que I&P,Explication en ligne,Appel Téléphonique,M YAKICE,,Autres,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4181,Assistance,Terminé,,Vivien DAKPOGAN,0.51,19/juin/24 11:09,Appel pour garantir la prise en compte de la paie et son traitement dans un bref délais,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Relance sur Bug en cours - Explication en ligne - Directeur Administratif et Financier,OBCS-4180,Assistance,Terminé,,Vivien DAKPOGAN,4.43,19/juin/24 11:09,Appel sur relance paie + Explication en ligne,Explication en ligne,Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4179,Assistance,Terminé,,Vivien DAKPOGAN,1.19,19/juin/24 11:09,Appel pour signaler la prise en compte du choix de la base fiscale dans le calcul de la nouvelle reforme ITS,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-4178,Assistance,Terminé,,Vivien DAKPOGAN,3.53,19/juin/24 11:09,Appel pour explication Enregistrement d'écriture manuel + Spécificité et proposition opération sur 2 exercices,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance - Explication en ligne - Data Analyst,OBCS-4177,Assistance,Terminé,,Vivien DAKPOGAN,0.28,19/juin/24 11:09,Appel pour signaler Bug,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance - Explication en ligne - Directeur des Ressources Humaines,OBCS-4176,Assistance,Terminé,,Vivien DAKPOGAN,1.09,19/juin/24 11:09,Appel pour spécifier le traitement d'un autre point soulevé,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Assistance - Explication en ligne - Directeur des Ressources Humaines,OBCS-4175,Assistance,Terminé,,Vivien DAKPOGAN,1.04,19/juin/24 11:09,Appel pour spécifier le traitement du Bug,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Assistance - Explication en ligne - Directeur des Ressources Humaines,OBCS-4174,Assistance,Terminé,,Vivien DAKPOGAN,0.31,19/juin/24 11:09,Retour pour signaler la prise en compte du bug et de sa résolution,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Relance sur Bug en cours - Explication en ligne - Directeur des Ressources Humaines,OBCS-4173,Assistance,Terminé,,Vivien DAKPOGAN,0.41,19/juin/24 11:09,Relance sur Bugs en cours,Explication en ligne,Appel Téléphonique,EGBV,,Relance sur Bug en cours,
Relance sur Bug en cours - Explication en ligne - Directeur des Ressources Humaines,OBCS-4172,Assistance,Terminé,,Vivien DAKPOGAN,2.23,19/juin/24 11:09,Appel pour signaler écart et mauvais calcul de la paie : Assurance Maladie,Explication en ligne,Appel Téléphonique,EGBV,,Relance sur Bug en cours,
Planning Séance de travail - Explication en ligne - Chef de Projet,OBCS-4171,Assistance,Terminé,,Vivien DAKPOGAN,1.36,19/juin/24 11:09,Appel pour décaler la date convenue de Présentation CRM à la nouvelle DCM,Explication en ligne,Appel Téléphonique,EGBV,,Planning Séance de travail,
Planning Séance de travail - Explication en ligne - Chef de Projet,OBCS-4170,Assistance,Terminé,,Vivien DAKPOGAN,1.03,19/juin/24 11:09,Appel pour planification séance avec la nouvelle DCM,Explication en ligne,Appel Téléphonique,EGBV,,Planning Séance de travail,
Assistance - Explication en ligne - Chef de Projet,OBCS-4157,Assistance,Terminé,,Vivien DAKPOGAN,1.15,19/juin/24 11:09,Rappel après appel manqué pour Information nouvelle DCM + Prise de RDV pour prise de contact,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4156,Assistance,Terminé,,Vivien DAKPOGAN,1.06,19/juin/24 11:09,Appel pour demande de fourniture d'un rapport avant paiement facture OBC,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance - Explication en ligne - Comptable,OBCS-4155,Assistance,Terminé,,Vivien DAKPOGAN,1.1,19/juin/24 11:09,Appel pour information sur prise en compte de Reforme ITS dans OBC,Explication en ligne,Appel Téléphonique,HC CAPITAL PROPERTIES,,Assistance,
Autres - Explication en ligne - Directeur Administratif et Financier,OBCS-4154,Assistance,Terminé,,Vivien DAKPOGAN,1.28,19/juin/24 11:09,Appel pour débrief + relance paiement,Explication en ligne,Appel Téléphonique,MYKA,,Autres,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4153,Assistance,Terminé,,Vivien DAKPOGAN,0.2,19/juin/24 11:09,Appel pour avoir information sur mise à jour Fichier du personnel,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4152,Assistance,Terminé,,Vivien DAKPOGAN,2.53,19/juin/24 11:09,Appel pour avoir information sur mise à jour Fichier du personnel,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance - Explication en ligne - Contrôleur de gestion,OBCS-4151,Assistance,Terminé,,Vivien DAKPOGAN,3.29,19/juin/24 11:09,Appel pour confirmation RDV + Indications,Explication en ligne,Appel Téléphonique,NOAH,,Assistance,
Assistance - Explication en ligne - Directeur Administratif et Financier,OBCS-4150,Assistance,Terminé,,Vivien DAKPOGAN,0.46,19/juin/24 11:09,Appel pour confirmer Bug persistant - Bug non résolu totalement,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
